id,qid1,qid2,is_duplicate,question1_clean,question2_clean,question1_len,question2_len,common_words,cosine_distance,euclidean_distances,minkowski_distances,manhattan_distances,jaccard_distances,fuzz_ratio,fuzz_partial_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio
3374,6746,6747,0,entangle pair well define angular momentum undefined spin,new entangled pair make pair entangle particle without destroy original entanglement,57,84,2,0.36288753498086385,1.1288157201413667,0.7436901938402637,4.161316961047411,0.9090909090909091,40,50,47,45
3375,6748,6749,0,could blood group child parent positive,probability baby ab blood group parent blood group,39,50,3,0.6322911553074145,0.8575649767715393,0.6390132480450856,2.261862151474652,0.9166666666666666,52,59,64,65
3376,6750,6751,0,good app keep track daily expense,good app keep track expense,33,27,5,0.9031246053454367,0.44017131813548066,0.4301747782829683,0.6384453377563091,0.9166666666666666,90,78,100,90
3377,6752,6753,0,never get voter id card resident present live bhopal mp could get one want vote here,get voter card native village reside there,84,42,3,0.2671775521206775,1.21063821836197,0.7975512291343797,4.752250445266105,0.9473684210526316,41,57,50,48
3378,6754,6755,1,stop shepherd husky mix puppy humping furniture,stop boxer pitbull mix humping furniture,47,40,4,0.582649608162768,0.9136196055659402,0.6986573576928989,2.1404464081444345,0.9,71,68,79,67
3379,6756,6757,1,tesla make car sun roof solar panel,tesla instal solar panel car,35,28,4,0.7729763972575598,0.6738302497549961,0.5485242188154664,1.5178966537949807,0.9166666666666666,60,54,86,73
3380,6758,6759,1,get someone can not get over,completely get someone,28,22,2,0.3968241407722587,1.098340438322965,0.8936700769746171,2.369371087295849,0.8888888888888888,44,50,70,52
3381,6760,6761,1,great lesson learn life,important lesson learnt life,23,28,2,0.6172958019585797,0.874876217577573,0.7341865929988983,1.5832842174883046,0.875,82,87,82,82
3382,6762,6763,0,useful learn programming codecademy,use codecademy learn programming,35,32,3,0.7848083049919368,0.6560361194447503,0.58953598770176,1.0522076519871777,0.8888888888888888,63,66,96,96
3383,6764,6765,0,cost study bits pilani cse year course,first year syllabus pharm bits pilani be course include cse eee good think work hard get eee cse later,38,102,5,0.5266969687462065,0.9729368234924544,0.6730867297984826,3.6648082331597136,0.9523809523809523,37,63,83,43
3384,6766,6767,0,accord hindu mythology many time shiva open eye why,kalyug accord hindu mythology would scenario democracy satyug,51,61,3,0.477523890481185,1.0222290443132744,0.7243262111868993,3.130710580948417,0.9333333333333333,52,55,60,61
3385,6768,6769,0,make sandwich like subway,fundamental constant really constant vary like plank constant electron gravity etc,25,82,1,0.04722090875063914,1.380419567558618,1.054543414479386,3.794062153694862,0.9,30,40,29,19
3386,6770,6771,0,mean vox organalis,much voter fraud go us election,18,31,0,0.0,1.4142135623730951,1.014784114974442,4.0927955622705205,0.8888888888888888,29,39,33,33
3387,6772,6773,0,public speaker like jason silva,learn good public speaker,31,25,2,0.5176608040983969,0.9821804273162881,0.7543306015897571,2.410128198105917,0.8888888888888888,50,56,72,68
3388,6774,6775,1,deposit inr note saving account multiple time banking day till,deposit inr note current account multiple time banking day till,62,63,9,0.8761374030880585,0.49771999540292006,0.44367454741810836,0.7345132113776309,0.9473684210526316,91,90,94,88
3389,6776,6777,1,view india ban note way affect indian economy,economic implication ban rupee note,45,35,2,0.2859229754759642,1.1950539941977818,0.845741549199892,3.5460952170864153,0.9230769230769231,15,29,57,57
3390,6778,6779,0,product form acetone react concentrate nitric acid,product form acid base react,50,28,4,0.6326650423330145,0.8571288790689362,0.6644699163396299,2.070001399092348,0.9090909090909091,56,79,90,67
3391,6780,6781,0,spin quantum number value,spin multiplicity quantum number,25,32,3,0.8898032099940959,0.46946094620512185,0.45761798156989386,0.6449154248404304,0.875,67,73,86,67
3392,6782,6783,1,soundproof room music,soundproof room music,21,21,3,1.0,0.0,0.0,0.0,0.0,100,100,100,100
3393,6784,6785,1,overcome procrastination,avoid procrastination,24,21,1,0.5892625048176354,0.9063525750858379,0.8073982435062135,1.3045669331670136,0.8,76,81,83,76
3394,6786,6787,1,good carrier air conditioner service center hyderabad,good service carrier air conditioner service center hyderabad,53,61,7,0.960023178069745,0.2827607537486593,0.2540442296540895,0.5693777768729464,0.9230769230769231,93,92,100,93
3395,6788,6789,0,get well build minecraft use grian,pikachu well starter three other,34,32,1,0.14411865560092804,1.3083434903717541,0.9769978218667643,3.4181577988468628,0.9,33,31,36,36
3396,6790,6791,0,thing new employee know go first day express,thing new employee know go first day cyan,44,41,7,0.871687542562728,0.5065815974495562,0.49118641679023034,0.8278333931249624,0.9375,87,90,94,85
3397,6792,6793,0,difference systems engineering industrial engineering,well engineering medical,53,24,1,0.37260981962897805,1.1201697910326112,0.8781419581787632,2.539800189566092,0.875,44,65,63,47
3398,6794,6795,0,teaching saint relavance today generation,risk project management,41,23,0,0.0,1.4142135623730951,1.0105120265797363,3.95788186362774,0.8571428571428572,12,35,25,25
3399,6796,6797,1,happen donald trump become president america,happen donald trump election,44,28,3,0.5479885129128563,0.9508012274783239,0.7519232173191782,2.147074679708419,0.9090909090909091,67,82,81,53
3400,6798,6799,0,kind organisation ss,ss,20,2,1,0.6189203436626596,0.8730173610385311,0.7401860451931336,1.4836064685268289,0.75,18,100,100,18
3401,6800,6801,0,inflation depreciate currency deflation appreciate currency,banking much currency country print,59,35,1,0.3192633471339324,1.166821882607682,0.8263091470832095,3.405066465861208,0.9,43,51,37,49
3402,6802,6803,0,use vpn download torrent get catch,good way bypass torrent block,34,29,1,0.2800237058579624,1.1999802449557555,0.8738513925419403,3.3942553795871695,0.9090909090909091,35,47,41,44
3403,6804,6805,1,improve communication skill english proficiency,improve english speak,47,21,2,0.4151614538046896,1.0815161082437104,0.8499631980597934,2.4313755158563137,0.8888888888888888,53,52,83,56
3404,6806,6807,0,example perfectly inelastic demand,perfectly inelasticity demand,34,29,2,0.7478244781425138,0.7101767693433603,0.6120734796062063,1.2779024214439048,0.8333333333333334,83,95,83,83
3405,6808,6809,0,good cuisine world why,country bad cuisine,22,19,1,0.4564419308389578,1.0426486168993294,0.8090678337151802,2.303477868872163,0.875,49,53,54,34
3406,6810,6811,0,difference,true celtic people negative blood,10,33,0,0.0,1.414213562373095,1.15000880183133,2.9681118371238266,0.8333333333333334,14,30,14,14
3407,6812,6813,0,clear jee advanced important join famous institute like allen fiitjee,deposit money sbt account use sbi cdm,69,37,0,0.0,1.4142135623730951,0.9294457646453981,5.310485702415903,0.9230769230769231,30,38,25,25
3408,6814,6815,0,good travel planning website,good website app use trip planning why,28,38,3,0.5539398081292906,0.9445212457861489,0.7219519571913194,2.368892153775943,0.9166666666666666,55,56,86,76
3409,6816,6817,1,stop watch much porn,stop watch porn,20,15,3,0.8992751883589858,0.4488313973888505,0.4384188658012361,0.6112711481565123,0.875,86,73,100,86
3410,6818,6819,0,much money average earning shopaholic spend clothe accessory,year much money movie buff spend average watch movie cinema hall avoid bad film,60,79,4,0.3212235838254833,1.1651406920835927,0.7971202359109201,3.89550162427576,0.9444444444444444,42,45,57,40
3411,6820,6821,0,good mongodb orm nodejs,what be good mongodb orm python,23,31,3,0.6595599839236029,0.8251545504648167,0.6708214890000664,1.7072449822355822,0.8888888888888888,67,78,82,59
3412,6822,6823,0,find max min array use recursion,use vector array,32,16,2,0.5155523844213784,0.9843247589882331,0.7477026633673077,2.3401322028274705,0.8571428571428572,29,44,72,38
3413,6824,6825,0,part film furious tragic accident happen paul walker,difficult continue acting movie another person body double friend suddenly die like paul walker furious,52,103,3,0.3604764691789739,1.130949628251432,0.7257482399064955,4.591063107577959,0.9444444444444444,32,42,54,41
3414,6826,6827,0,minimum salary live comfortably malaysia,minimum salary live comfortable india,40,37,3,0.5376273540800828,0.9616367774996101,0.7771682825570443,1.9786178181243967,0.9,86,86,86,78
3415,6828,6829,1,one suggest good food gain weight,good food gain weight,33,21,4,0.7953829336660805,0.6397141022893268,0.557821303475407,1.2327334063352722,0.9090909090909091,78,100,100,78
3416,6830,6831,0,tf card different sd card,recover picture sd card mac,25,27,2,0.5039442264923872,0.9960479642141867,0.747913367383455,2.4585853269643936,0.8888888888888888,46,48,52,50
3417,6832,6833,1,deal social anxiety disorder,deal social anxiety,28,19,3,0.8436745194381517,0.5591520018060353,0.5394003774580385,0.807388715623016,0.875,81,100,100,81
3418,6834,6835,0,woman increase weight stronglift,increse weight,32,14,1,0.4355681194095628,1.0624800050734482,0.853779378894652,2.098394289205324,0.8333333333333334,61,93,61,61
3419,6836,6837,0,difference sql sqlplus or mysql,difference sql sqlite,31,21,2,0.5315586145380851,0.967927048348082,0.7542883889295655,2.1120884784531992,0.8571428571428572,69,86,80,69
3420,6838,6839,1,favorite book,favorite book time why,13,22,2,0.7586709732311426,0.6947359595830022,0.5921086415829099,1.2565449600617353,0.8571428571428572,74,100,100,74
3421,6840,6841,0,type engineering build robot drone etc,would design robot andor drone,38,30,2,0.533546872133714,0.9658707241306014,0.7173854413046837,2.5170943839507642,0.9090909090909091,44,59,54,41
3422,6842,6843,1,become charismatic person,become charismatic,25,18,2,0.8675991714363008,0.5145888233603587,0.49963249209803745,0.6795275891950141,0.8333333333333334,84,100,100,84
3423,6844,6845,0,unusual different food cuisine estonia,unusual different food cuisine china,38,36,4,0.7656838010111261,0.6845673071201605,0.6113633661366497,1.0734682174602548,0.9090909090909091,89,89,91,81
3424,6846,6847,0,banana good breakfast,good healthy breakfast meal,21,27,2,0.4622035329646594,1.037107966448374,0.8651055389099835,1.9123437710318125,0.8333333333333334,58,62,80,58
3425,6848,6849,0,hack someone mobile use ip address,mobile phone change ip address internet target web page know use phone,34,70,4,0.460584721109977,1.0386676839971705,0.7175064827641221,3.489369553570611,0.9444444444444444,37,56,76,56
3426,6850,6851,1,buddhist stay motivated practice belief do,buddhist stay motivated practice do,42,35,5,0.8974386354524276,0.452904768240681,0.4419972877386364,0.6672395258373742,0.9166666666666666,91,94,100,91
3427,6852,6853,0,contact ex contact year,contact ex month contact first,23,30,2,0.8361734389526678,0.5724099248743548,0.4743976753140545,1.0672836564552772,0.875,75,74,80,75
3428,6854,6855,0,much level vary throughout day,stay energetic throughout day,30,29,2,0.5290626358272631,0.9705023072334624,0.7729192751369749,2.119428168523001,0.875,54,71,68,61
3429,6856,6857,1,way make money online,make money online consistently,21,30,3,0.8861316944918297,0.47721757199032483,0.46476568327568313,0.6599865940811099,0.875,67,81,89,67
3430,6858,6859,1,good way talk english fluently,good way resource learn english like native speaker,30,51,3,0.3041435244284445,1.1797088416821802,0.8700038219885726,3.2367600030737886,0.9230769230769231,57,57,70,49
3431,6860,6861,1,stop masturbate forever,stop masturbate,23,15,2,0.7695254282500712,0.6789323556142083,0.6459876366873472,0.9584734829161008,0.8,79,100,100,79
3432,6862,6863,1,note chip inside tracking,rupee note really go come chip,25,30,2,0.42684906201101913,1.0706548818260542,0.80596759413592,2.612024049481226,0.9090909090909091,33,41,53,51
3433,6864,6865,0,drill hole catalytic converter make louder,drill hole catalytic converter make exhaust louder,42,50,6,0.9122505897276475,0.4189257936015698,0.4102040408238437,0.6205557621998881,0.8571428571428572,91,88,100,91
3434,6866,6867,0,india scope environmental engineering,scope desktop engineering india,37,31,3,0.7649781680896319,0.6855973044147244,0.6503664508358622,1.0428950990361447,0.875,59,65,85,68
3435,6868,6869,0,know guy interested another guy,know guy interested not,31,23,3,0.7796042919872621,0.6639212423363753,0.5473105062969241,1.3351211384170845,0.8888888888888888,85,96,92,70
3436,6870,6871,0,device operate radio frequency spectrum,would get radio frequency microchip track device,39,48,3,0.6209308606334883,0.8707113636177165,0.6814157590154324,1.994635687911655,0.9090909090909091,53,59,72,67
3437,6872,6873,0,friend saturday bored,be bored,21,8,1,0.5634926999424367,0.9343525031352603,0.7722688703707269,1.77761627137079,0.8,48,75,77,34
3438,6874,6875,1,classic horror novel,good horror novel,20,17,2,0.7498426727442492,0.7073292405319476,0.6437420062227782,1.1557480257275299,0.8571428571428572,70,76,83,70
3439,6876,6877,1,meet life partner,meet lover,17,10,1,0.571152114162848,0.9261186596081001,0.7980078178228275,1.5490548786678877,0.8,59,70,59,52
3440,6878,6879,0,what be like pornstar,like pornstar wife,21,18,2,0.6246804796412938,0.8663942755566963,0.7353283371131348,1.4999420196402151,0.875,67,84,84,77
3441,6880,6881,1,electron repel other,how why electron repulse other,20,30,2,0.5812208859898981,0.9151820736991103,0.771910170408459,1.595805419709674,0.875,76,85,82,76
3442,6882,6883,0,drink bottle wine night stop drink lose weight quickly,be lose desert water full day find bottle vodka drink it wine beer,54,66,4,0.45963003417308035,1.0395864233693317,0.679482525139898,3.8911569538547743,0.9523809523809523,38,46,63,50
3443,6884,6885,0,way get user friend email address facebook api php,way get user email address twitter oauth api,50,44,6,0.706099058921039,0.7666823867534209,0.6117385390125749,1.7430205138138657,0.9375,68,70,81,68
3444,6886,6887,0,bsc visual communication graduate apply government job,apply government job bba,54,24,3,0.4308791195045323,1.0668841366291542,0.8236627221923293,2.635369563521166,0.9090909090909091,51,91,91,59
3445,6888,6889,0,percentage commission seller need pay commerce website like flipkart ebay amazon shopclues shimply myntra etc sell clothing shirt,offline store register seller retailer commerce website amazon flipkart ebay etc,129,80,7,0.5100906478187837,0.9898579213010487,0.6396556086379865,4.079461159009675,0.9565217391304348,46,61,75,61
3446,6890,6891,0,tough question ask upsc interview,tough question ask upsc cse interview,33,37,5,0.8860932252237287,0.4772981767747942,0.46456243730635366,0.7155041836934953,0.9090909090909091,94,88,100,94
3447,6892,6893,0,write letter mr narendra modi,daily life mr narendra modi,29,27,3,0.6508753974377238,0.8356130714179574,0.6674978945188477,1.7090963851138032,0.9090909090909091,75,78,74,68
3448,6894,6895,0,make banana bread moist,good way make moist bread,23,25,3,0.7823581854173851,0.6597602815911473,0.5734303899572518,1.1824803373250323,0.875,46,56,82,67
3449,6896,6897,1,get professional painting experience north sydney,get professional painting service north sydney,49,46,5,0.8572011441907902,0.5344134276180006,0.4761566710526345,0.7673781967667515,0.9090909090909091,93,89,93,80
3450,6898,6899,0,pass certification exam,thing chinese people find strange west,23,38,0,0.0,1.4142135623730951,1.0087523536265162,4.103636345959144,0.8888888888888888,23,30,30,30
3451,6900,6901,0,could one punch man kill wolverine deadpool,would win one one fight saitama one punch man naruto naruto,43,59,3,0.3473650467680467,1.1424840946218493,0.8398595647121823,3.3800227482227783,0.9230769230769231,41,46,46,37
3452,6902,6903,0,school change century canada,school change century thailand,28,30,3,0.8536442776189915,0.5410281367563213,0.5231446928029589,0.7716255983145851,0.875,86,86,86,72
3453,6904,6905,0,mla dinesh mohaniya arrest,view late sex scandal aap mla sandeep kumar,26,43,1,0.26432862131863627,1.2129891827063948,0.8847175357017871,3.2062249834737697,0.8333333333333334,29,47,32,32
3454,6906,6907,1,question may ask google interview,question ask google interviews,33,30,3,0.7221065807834764,0.7455111256266048,0.6286281804886138,1.4562247021234187,0.8888888888888888,92,87,92,92
3455,6908,6909,1,one read book,read book,13,9,2,0.8766534241303388,0.4966821435680196,0.48303910500791347,0.655149349507946,0.8333333333333334,82,100,100,82
3456,6910,6911,0,disney change star wars story ie canon legends,star wars legend gilad pellaeon good person,46,43,2,0.41464449927780805,1.0819939932570715,0.754312092704789,3.338665907239636,0.9,38,45,49,47
3457,6912,6913,0,use wifi thunderstorm dangerous,thunderstorm cause power outage,31,31,1,0.4132511202230278,1.0832810159667456,0.8349856837198236,2.4877994038682156,0.875,52,52,61,55
3458,6914,6915,0,color rainbow seven usually mention,riot today past,35,15,0,0.0,1.414213562373095,1.050540784046716,3.643618846776651,0.8571428571428572,24,33,24,24
3459,6916,6917,1,indians get medal olympics compare china,india medal olympic table compare chinese rest world term population,40,68,2,0.2682567006823827,1.2097465018073972,0.8139282022662804,4.261521753011902,0.9333333333333333,61,80,63,61
3460,6918,6919,1,phone buy rs,good mobile,12,11,0,0.0,1.4142135623730951,1.114838793579712,3.0688536241976547,0.8333333333333334,17,27,17,17
3461,6920,6921,0,watch english dub boruto naruto movie,naruto english dub last chapter,37,31,3,0.6739421289543525,0.8075368363680354,0.6407076649210095,1.8207906597451593,0.875,47,55,73,62
3462,6922,6923,1,time dilation,mean time dilation,13,18,2,0.889037231328567,0.47108973385424796,0.4595044840301764,0.6096907847689044,0.8333333333333334,84,100,100,84
3463,6924,6925,1,get rid fat cover muscle body,get rid fat,29,11,3,0.6405350249479924,0.8478973700301324,0.6622525399277975,1.9362561439789912,0.875,55,100,100,55
3464,6926,6927,1,make week bet horse,make month bet horse,19,20,3,0.7974455559338284,0.6364816479148032,0.5680721558453496,0.9592073135584327,0.8571428571428572,77,74,85,77
3465,6928,6929,0,incognitovpncom legit,clkatdmtcom legit,21,17,1,0.7071067811865476,0.7653668647301797,0.7234757712960592,1.0,0.6666666666666667,58,59,58,58
3466,6930,6931,1,make penis long,penis enlarge,15,13,1,0.4622827595510743,1.037031571794153,0.8833178698828076,1.8100149732918744,0.8333333333333334,57,70,64,64
3467,6932,6933,0,ontario motto significance compare california,ontario motto significance compare alaska,45,41,4,0.776159739945505,0.6690893214728438,0.5963364317172198,0.9885352016376214,0.875,88,90,91,88
3468,6934,6935,0,colourless,commonly ask question general knowledge quiz,10,44,0,0.0,1.4142135623730951,1.1366023758559916,3.1996731188838368,0.8571428571428572,26,30,26,26
3469,6936,6937,0,site watch movie english subtitle free,want watch movie german subtitle english find they,38,50,4,0.5884482378657885,0.9072505300458209,0.6745502134881448,2.408289430290379,0.9333333333333333,64,71,85,70
3470,6938,6939,0,big misconception sex,common misconception masturbation,21,33,1,0.47414225389312686,1.0255318094597292,0.8146406663405379,2.096537567890441,0.8571428571428572,59,76,76,59
3471,6940,6941,0,side effect eat junk food like lays kurkure etc regularly,okay eat junk food while,57,24,3,0.45410595453025504,1.044886640233997,0.7475006045401068,3.222176383130827,0.9230769230769231,42,71,70,49
3472,6942,6943,0,instagram account temporarily disable long delete,time limit temporarily deactivate instagram account,49,51,3,0.48501697805425764,1.014872427397397,0.7646156289821912,2.4888834912514675,0.9,34,52,74,76
3473,6944,6945,0,difference sheep lamb goat ram mutton,lamb popular mutton uk clearly inferior meat cost effectiveness come country suffer problem,37,91,2,0.28703747596667817,1.1941210357692573,0.7851448350796203,4.531700368864685,0.9090909090909091,23,41,46,41
3474,6946,6947,1,get ex back,get ex boyfriend back,11,21,3,0.8234511081062125,0.594220315865736,0.5708577576986447,0.8659751234853936,0.875,69,73,100,69
3475,6948,6949,0,well bad effect bank note withdrawal india,positive negative effect demonetization,42,39,1,0.15971523873093382,1.2963678191540131,0.9204543201433606,3.8277803544205984,0.9166666666666666,32,36,40,37
3476,6950,6951,1,people resort bullying,people bully other,22,18,1,0.20211127269991147,1.2632408537567874,1.0450066393967958,2.3619905805348793,0.8,60,61,70,60
3477,6952,6953,1,good way control anger,someone control anger,22,21,2,0.7754719647273389,0.6701164604345444,0.5672577243105107,1.1606291834840086,0.875,74,76,76,74
3478,6954,6955,0,reset email password,reset gmail password email,20,26,3,0.8713216594469432,0.5073033422974009,0.4924803442356047,0.7106121411226562,0.875,83,95,100,87
3479,6956,6957,0,find delete contact,delete contact outlook,19,22,2,0.6353766964515466,0.8539593708701291,0.7610045880646207,1.3790964382121733,0.8571428571428572,68,74,85,73
3480,6958,6959,1,universe,universe bear,8,13,1,0.6226617396842452,0.8687211984471828,0.8107103087772446,1.1598293835455262,0.75,76,100,100,76
3481,6960,6961,1,good online website learn guitar,good online site learning play guitar,32,37,3,0.5179735919138198,0.981861912985915,0.747103395139186,2.3910377042338,0.9166666666666666,84,75,84,84
3482,6962,6963,0,father earth,bad feel embarrassed father,12,27,1,0.505724258828078,0.9942592631420861,0.8327535566601033,1.770401325193912,0.8333333333333334,31,67,67,51
3483,6964,6965,0,rule bro code,top bro code rule accord you,13,28,3,0.7495035479092608,0.7078085222583003,0.5640478411177522,1.5713669245408413,0.8888888888888888,44,69,100,63
3484,6966,6967,0,stop write blog long time,stop write blog,25,15,3,0.811221735439509,0.614456287396412,0.5265281094090295,1.1518588423512632,0.8888888888888888,75,100,100,75
3485,6968,6969,0,anxiety reason cause yellow stool,could cause blood stool dog diarrhea treat,33,42,2,0.3436286770631387,1.1457498181862054,0.81688919813547,3.314232949482203,0.9166666666666666,43,48,50,51
3486,6970,6971,0,difference target type protein translate cytosol transcribe rough smooth endoplasmic reticulum,smooth rough endoplasmic reticulum differ,94,41,4,0.5968175681281461,0.8979782089470255,0.6209829048446565,2.9374575441951465,0.9090909090909091,44,81,91,61
3487,6972,6973,1,go fate indian economy indians stop buy chinese product whole trade india china come end,effect economy china indians boycott chinese product,88,52,5,0.5467406047883372,0.952112803413191,0.6280731006647344,3.6256841005133964,0.9444444444444444,51,69,83,63
3488,6974,6975,0,live libya like now,like live libya,19,15,3,0.8647013042244767,0.520189764942609,0.5043624935960306,0.7285308102137845,0.875,59,67,100,88
3489,6976,6977,0,use gift explain thing other,denmark economy depend on,28,25,0,0.0,1.4142135623730951,1.0178859399687858,3.9190507749414483,0.8888888888888888,26,32,26,26
3490,6978,6979,0,difference first third party cookie,people think third party cookie evil,35,36,3,0.6687238445672711,0.813973163479889,0.631126778188424,1.9389306319523558,0.9090909090909091,65,66,68,56
3491,6980,6981,0,definition levity use sentence,definition scrawny use sentence,30,31,3,0.8054099473799513,0.6238430132974944,0.5970812082844037,0.9191237711446284,0.8571428571428572,82,80,87,82
3492,6982,6983,0,grant govt india startup india,govt india work,30,15,2,0.6084700069278204,0.8849067669220072,0.7113626943416406,1.831874743610007,0.875,53,80,80,53
3493,6984,6985,1,incident restore faith humanity,experience restore faith humanity,31,33,3,0.7742203035284778,0.6719816909284393,0.6007514935848738,1.0482881816052214,0.8571428571428572,84,92,84,69
3494,6986,6987,0,gluon really large number an ocean photon absorb part nuclei,eat full egg per day okay lead anything dangerous pleasw help guy,60,65,0,0.0,1.414213562373095,0.8594270974812731,6.4146471071632885,0.9411764705882353,30,33,24,24
3495,6988,6989,1,ex girlfriend class unable face she feel emotionally torture still love she face she hate still love she,ex girlfriend class unable face she feel emotionally torture still love she face she,104,84,11,0.9600023319466754,0.2828344676779147,0.21373616024649147,0.8409822585354887,0.9545454545454546,89,100,100,89
3496,6990,6991,1,make money,good way make extra money,10,25,2,0.5735242517668641,0.9235537323113756,0.7579896795940357,1.9245705140903036,0.875,57,70,100,57
3497,6992,6993,0,good gift foreign visitor bring they be invite someone home guam first time,good gift foreign visitor bring they be invite someone home france first time,75,77,12,0.9304790921981152,0.3728831125215646,0.3666009419433653,0.6014029378451561,0.9545454545454546,95,93,97,92
3498,6994,6995,0,snapchat purposefully leak false acquisition rumor order raise fund high valuation,create host story live story event within snapchat contact snapchat start live story,82,84,1,0.12137954100971256,1.3256096401205653,0.8618550023928562,5.476967863880196,0.9375,23,32,26,36
3499,6996,6997,1,always feel alone,feel alone sometimes,17,20,2,0.6214711585065852,0.8700906176869336,0.7748988430956875,1.3150521940290316,0.8571428571428572,54,59,74,54
3500,6998,6999,1,presidency affect international student us,might trump affect status foreign student top university us,42,59,3,0.3818533939238553,1.111887229961874,0.788466391975421,3.3966600142811134,0.9333333333333333,50,57,58,48
3501,7000,7001,1,time slot available cat,time slot cat exam,23,18,3,0.7812527743520049,0.6614336333268745,0.5895617176157605,0.9730231498829003,0.8888888888888888,63,67,84,63
3502,7002,7003,1,year old girl really heavy cellulite butt thigh anybody know get rid it,good shape trouble spot cellulite right glut top thigh get rid this,71,67,4,0.3493663559794339,1.1407310322951385,0.7349510333470585,4.487324764868968,0.9523809523809523,52,54,52,48
3503,7004,7005,0,change sim card use phone new viber account late sim card overwrite previous viber account datum recover use third party app,use old phone number viber still ask confirmation use new number,124,64,4,0.34276517704892623,1.1465032254216068,0.7507530413935248,4.775893172558466,0.9583333333333334,36,50,53,40
3504,7006,7007,0,major party require presidential nominee agree release tax return,presidential candidate require release tax return,65,49,5,0.6766657892606508,0.8041569632097321,0.6079071997807036,2.1236119810664045,0.9285714285714286,68,83,89,74
3505,7008,7009,0,complete electrical electronic engineering want ms mis job within six month,von arnim battalion battle jena auerstedt,75,41,0,0.0,1.4142135623730951,1.0057954943684466,4.6966365405726025,0.9230769230769231,12,29,12,12
3506,7010,7011,1,would world different roman empire never fall,roman empire never fall,45,23,4,0.8565948646856716,0.5355467025653852,0.4339806032597858,1.1751899478638688,0.9166666666666666,68,100,100,68
3507,7012,7013,0,want kill myself life meaning do,be hate life want end misery can not can not kill myself,32,56,4,0.4417599018774524,1.0566362648731566,0.774440637514413,3.094468958848105,0.9375,36,58,79,59
3508,7014,7015,1,recover lose gmail password number remember recovery email,reset gmail password highlighting recovery email option,58,55,4,0.5628566047217372,0.9350330424945024,0.7036208436414932,2.3567406288925334,0.9285714285714286,64,66,69,65
3509,7016,7017,0,feel anxious,live yogic life people feel anxious time,12,40,2,0.7079906399507166,0.7642111750678389,0.5819126918467252,1.8108552839965975,0.8888888888888888,46,100,100,46
3510,7018,7019,1,hypnosis work may help,hypnosis work,22,13,2,0.7228838173350979,0.7444678403596788,0.6310366977733681,1.3564067918950617,0.8571428571428572,74,100,100,74
3511,7020,7021,0,come can not feel connection anyone life,life advice now ex boyfriend cheat someone relate feel foolish humiliate cope healthy way blame myself,40,102,2,0.14679696990557675,1.3062947830366798,0.8359611136133055,5.299296187717788,0.9411764705882353,27,38,37,35
3512,7022,7023,0,process electronic recycling walmart walmart return sticker look like,salman khan rich shah rukh khan,69,31,0,0.0,1.4142135623730951,0.9867079597769803,4.766552816757627,0.9090909090909091,28,35,28,28
3513,7024,7025,0,mean think someone everyday,mean think world someone,27,24,3,0.6641050260254238,0.8196279326311131,0.730477404168883,1.2997980781506042,0.8888888888888888,71,75,86,71
3514,7026,7027,0,grumpy nowadays wake up lose temper lot fast explanation work around suggestion would help,soekarno say this,90,17,0,0.0,1.4142135623730951,0.9976808024688959,5.089212825295139,0.9230769230769231,7,47,11,11
3515,7028,7029,0,baby cry soon deliver scientific reason behind it,reason behind delay first cry bear baby,49,39,4,0.5019405288460822,0.9980575846652515,0.7275277293086443,2.7318057469185923,0.9285714285714286,36,58,72,66
3516,7030,7031,0,unusual different food cuisine tomã,unusual different food cuisine jamaica,35,38,4,0.726434645323215,0.7396828437604661,0.6590080767024308,1.0681610430481348,0.9090909090909091,88,91,94,89
3517,7032,7033,0,shah rukh khan now,review shahrukh khan actor,18,26,1,0.2349126041650492,1.2370023410122963,0.923367848265976,3.0255197744846747,0.875,68,83,59,50
3518,7034,7035,1,citizenship easy obtain how,easy citizenship obtain how,27,27,4,1.0,0.0,0.0,0.0,0.0,81,90,100,100
3519,7036,7037,0,good civilization age empires iii,defeat french age empires,33,25,2,0.5562431305184213,0.9420794759271415,0.7680166740920684,1.9468277938409972,0.8888888888888888,55,60,61,52
3520,7038,7039,0,china plan introduce policy call one belt one road call new silk route policy affect neighboring country move help improve international relation china japan,think strategy one belt one road advocate china bring country along line,157,72,5,0.3627870955629779,1.1289046943272245,0.70696448417762,5.218628234441606,0.9642857142857143,47,54,57,43
3521,7040,7041,1,good way improve writing skill english,improve english writing skill,38,29,4,0.9149587979661002,0.41241048006543135,0.3655794349070071,0.7307215513803083,0.9090909090909091,63,72,100,87
3522,7042,7043,0,good technology mobile phone,good app mobile phone,28,21,3,0.6732059094544934,0.8084480076609833,0.7203309834743239,1.2191288653376164,0.8888888888888888,73,67,89,69
3523,7044,7045,0,chinese president xi attend funeral shimon peres mandela,competitive hiring process flotek industries,56,44,0,0.0,1.4142135623730951,0.9539631301252588,4.796964058231993,0.875,38,32,38,38
3524,7046,7047,0,noteworthy thing happen course promiscuous man,noteworthy thing happen course promiscuous woman,46,48,5,0.8711390885141346,0.5076630998720814,0.4523209163599026,0.7279034105140956,0.9090909090909091,98,96,98,89
3525,7048,7049,1,agape mean,agape love,10,10,1,0.7095666053064942,0.7621461732417291,0.6791549605929849,1.1078877719276052,0.8,70,70,70,70
